PO Number,Wayfair SKU,Product ID,Delivery Date,Incident Type,Incident or Return,Comment,Photos,Image ID,Image for Incident or Return,Image URL,Parcel Type,Buyer's Remorse Return Count,Total Incidents Count,Lost Incidents Count,Damage Incidents Count,Defect Incidents Count,Misinformation Incidents Count,Mis-Shipped Incidents Count,Missing Parts Incidents Count,Other Incidents Count,Total Deductions,Total Deductions Currency,Improvement Plan,Improvement Plan Start Date,Improvement Plan Comment
CS546763534,FV90665,195058536172,2024-09-05,Damaged,Incident,"Incident: SCT-1740916 - Please process this replacement part - PAT7305E-1/2: Back frame for chair (B) (1-Qty), for the customer.",5,298969940,Incident,https://assets.wfcdn.com/im/66296998/compr-r85/2989/298969940/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.17,USD,,,
CS546763534,FV90665,195058536172,2024-09-05,Damaged,Incident,"Incident: SCT-1740916 - Please process this replacement part - PAT7305E-1/2: Back frame for chair (B) (1-Qty), for the customer.",5,298969939,Incident,https://assets.wfcdn.com/im/03684860/compr-r85/2989/298969939/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,23.17,USD,,,
CS544496928,SAVC1475,195058597951,2024-08-28,Damaged,Incident,"Incident: Top is dented on side,top is damaged",4,297847198,Incident,https://assets.wfcdn.com/im/94747275/compr-r85/2978/297847198/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544496928,SAVC1475,195058597951,2024-08-28,Damaged,Incident,"Incident: Top is dented on side,top is damaged",4,297847044,Incident,https://assets.wfcdn.com/im/84724203/compr-r85/2978/297847044/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544496928,SAVC1475,195058597951,2024-08-28,Damaged,Incident,"Incident: Top is dented on side,top is damaged",4,297846976,Incident,https://assets.wfcdn.com/im/51854910/compr-r85/2978/297846976/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544496928,SAVC1475,195058597951,2024-08-28,Damaged,Incident,"Incident: Top is dented on side,top is damaged",4,297847199,Incident,https://assets.wfcdn.com/im/89188650/compr-r85/2978/297847199/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681378,Incident,https://assets.wfcdn.com/im/75726661/compr-r85/2976/297681378/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681186,Incident,https://assets.wfcdn.com/im/30956544/compr-r85/2976/297681186/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681391,Incident,https://assets.wfcdn.com/im/83320036/compr-r85/2976/297681391/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681370,Incident,https://assets.wfcdn.com/im/26224957/compr-r85/2976/297681370/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297682626,Incident,https://assets.wfcdn.com/im/09273302/compr-r85/2976/297682626/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681358,Incident,https://assets.wfcdn.com/im/04137017/compr-r85/2976/297681358/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681385,Incident,https://assets.wfcdn.com/im/46466273/compr-r85/2976/297681385/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297682630,Incident,https://assets.wfcdn.com/im/55209565/compr-r85/2976/297682630/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681348,Incident,https://assets.wfcdn.com/im/03414792/compr-r85/2976/297681348/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681189,Incident,https://assets.wfcdn.com/im/47334877/compr-r85/2976/297681189/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297682625,Incident,https://assets.wfcdn.com/im/80135369/compr-r85/2976/297682625/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS544989644,DBYH8327,683726147831,2024-08-28,Damaged,Incident,Incident: ..,12,297681339,Incident,https://assets.wfcdn.com/im/78442070/compr-r85/2976/297681339/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS541383368,SAVC1640,195058827379,2024-08-27,Damaged,Incident,Incident: discoloration in the legs,1,295816564,Incident,https://assets.wfcdn.com/im/92254548/compr-r85/2958/295816564/default_image.jpg,Large,0,1,0,1,1,0,0,0,0,5.88,USD,,,
CS544060708,FV84288,195058201803,2024-08-22,Damaged,Incident,Incident: replacement top was missing predrilled holes they are unable to attach to the base,3,298767044,Incident,https://assets.wfcdn.com/im/73772857/compr-r85/2987/298767044/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,15.65,USD,,,
CS544060708,FV84288,195058201803,2024-08-22,Damaged,Incident,Incident: replacement top was missing predrilled holes they are unable to attach to the base,3,298767042,Incident,https://assets.wfcdn.com/im/37344393/compr-r85/2987/298767042/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,15.65,USD,,,
CS544060708,FV84288,195058201803,2024-08-22,Damaged,Incident,Incident: replacement top was missing predrilled holes they are unable to attach to the base,3,298767040,Incident,https://assets.wfcdn.com/im/48461643/compr-r85/2987/298767040/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,15.65,USD,,,
CS543895076,BRWT1080,683726471370,2024-08-20,Damaged,Incident,Incident: damaged,5,297660876,Incident,https://assets.wfcdn.com/im/76445287/compr-r85/2976/297660876/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,7.55,USD,,,
CS543895076,BRWT1080,683726471370,2024-08-20,Damaged,Incident,Incident: damaged,5,297660872,Incident,https://assets.wfcdn.com/im/45789213/compr-r85/2976/297660872/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,7.55,USD,,,
CS543895076,BRWT1080,683726471370,2024-08-20,Damaged,Incident,Incident: damaged,5,297660875,Incident,https://assets.wfcdn.com/im/70886662/compr-r85/2976/297660875/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,7.55,USD,,,
CS543895076,BRWT1080,683726471370,2024-08-20,Damaged,Incident,Incident: damaged,5,297660874,Incident,https://assets.wfcdn.com/im/65328037/compr-r85/2976/297660874/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,7.55,USD,,,
CS543895076,BRWT1080,683726471370,2024-08-20,Damaged,Incident,Incident: damaged,5,297660870,Incident,https://assets.wfcdn.com/im/56906463/compr-r85/2976/297660870/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,7.55,USD,,,
CS536772337,FV81559,195058104586,2024-08-17,Damaged,Incident,"Incident: ,Arm piece torn, you send him the wrong arm piece",5,291046044,Incident,https://assets.wfcdn.com/im/49799768/compr-r85/2910/291046044/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,23.03,USD,,,
CS536772337,FV81559,195058104586,2024-08-17,Damaged,Incident,"Incident: ,Arm piece torn, you send him the wrong arm piece",5,289488344,Incident,https://assets.wfcdn.com/im/32969922/compr-r85/2894/289488344/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,23.03,USD,,,
CS536772337,FV81559,195058104586,2024-08-17,Damaged,Incident,"Incident: ,Arm piece torn, you send him the wrong arm piece",5,289488343,Incident,https://assets.wfcdn.com/im/27411297/compr-r85/2894/289488343/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,23.03,USD,,,
CS536772337,FV81559,195058104586,2024-08-17,Damaged,Incident,"Incident: ,Arm piece torn, you send him the wrong arm piece",5,289488345,Incident,https://assets.wfcdn.com/im/38528547/compr-r85/2894/289488345/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,23.03,USD,,,
CS536772337,FV81559,195058104586,2024-08-17,Damaged,Incident,"Incident: ,Arm piece torn, you send him the wrong arm piece",5,289488341,Incident,https://assets.wfcdn.com/im/83705953/compr-r85/2894/289488341/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,23.03,USD,,,
CS543020268,FV50990,683726342236,2024-08-15,Damaged,Incident,"Incident: chair seat and back do not align properly, causing a large gap with the cushion in the back of the chair",8,295618782,Incident,https://assets.wfcdn.com/im/81473490/compr-r85/2956/295618782/default_image.jpg,Small,0,2,0,1,1,0,0,0,0,22.56,USD,,,
CS543020268,FV50990,683726342236,2024-08-15,Damaged,Incident,"Incident: chair seat and back do not align properly, causing a large gap with the cushion in the back of the chair",8,295618778,Incident,https://assets.wfcdn.com/im/27409753/compr-r85/2956/295618778/default_image.jpg,Small,0,2,0,1,1,0,0,0,0,22.56,USD,,,
CS543020268,FV50990,683726342236,2024-08-15,Damaged,Incident,"Incident: chair seat and back do not align properly, causing a large gap with the cushion in the back of the chair",8,296009295,Incident,https://assets.wfcdn.com/im/19472212/compr-r85/2960/296009295/default_image.jpg,Small,0,2,0,1,1,0,0,0,0,22.56,USD,,,
CS543020268,FV50990,683726342236,2024-08-15,Damaged,Incident,"Incident: chair seat and back do not align properly, causing a large gap with the cushion in the back of the chair",8,296009302,Incident,https://assets.wfcdn.com/im/96394907/compr-r85/2960/296009302/default_image.jpg,Small,0,2,0,1,1,0,0,0,0,22.56,USD,,,
CS543020268,FV50990,683726342236,2024-08-15,Damaged,Incident,"Incident: chair seat and back do not align properly, causing a large gap with the cushion in the back of the chair",8,299158538,Incident,https://assets.wfcdn.com/im/52159000/compr-r85/2991/299158538/default_image.jpg,Small,0,2,0,1,1,0,0,0,0,22.56,USD,,,
CS543020268,FV50990,683726342236,2024-08-15,Damaged,Incident,"Incident: chair seat and back do not align properly, causing a large gap with the cushion in the back of the chair",8,296009291,Incident,https://assets.wfcdn.com/im/02762288/compr-r85/2960/296009291/default_image.jpg,Small,0,2,0,1,1,0,0,0,0,22.56,USD,,,
CS543020268,FV50990,683726342236,2024-08-15,Damaged,Incident,"Incident: chair seat and back do not align properly, causing a large gap with the cushion in the back of the chair",8,295618779,Incident,https://assets.wfcdn.com/im/61998918/compr-r85/2956/295618779/default_image.jpg,Small,0,2,0,1,1,0,0,0,0,22.56,USD,,,
CS543020268,FV50990,683726342236,2024-08-15,Damaged,Incident,"Incident: chair seat and back do not align properly, causing a large gap with the cushion in the back of the chair",8,295618787,Incident,https://assets.wfcdn.com/im/14299319/compr-r85/2956/295618787/default_image.jpg,Small,0,2,0,1,1,0,0,0,0,22.56,USD,,,
CS542597931,FV89613,889048036437,2024-08-14,Damaged,Incident,"Incident: Item is soaked and wet, package ripped open, plus customer see bugs clawing out of the package.",3,294031526,Incident,https://assets.wfcdn.com/im/39738440/compr-r85/2940/294031526/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS542597931,FV89613,889048036437,2024-08-14,Damaged,Incident,"Incident: Item is soaked and wet, package ripped open, plus customer see bugs clawing out of the package.",3,294031523,Incident,https://assets.wfcdn.com/im/76937435/compr-r85/2940/294031523/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS542597931,FV89613,889048036437,2024-08-14,Damaged,Incident,"Incident: Item is soaked and wet, package ripped open, plus customer see bugs clawing out of the package.",3,294031525,Incident,https://assets.wfcdn.com/im/34179815/compr-r85/2940/294031525/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA540935264,FV78681,195058579650,2024-08-10,Damaged,Incident,Incident: knicks and chips throughout legs,1,293988631,Incident,https://assets.wfcdn.com/im/81455817/compr-r85/2939/293988631/default_image.jpg,Large,0,2,0,2,2,0,0,0,0,0,N/A,,,
CS541828529,SAVC1386,195058725033,2024-08-08,Damaged,Incident,Incident: na,2,297304373,Incident,https://assets.wfcdn.com/im/57879192/compr-r85/2973/297304373/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS541828529,SAVC1386,195058725033,2024-08-08,Damaged,Incident,Incident: na,2,297304372,Incident,https://assets.wfcdn.com/im/47679433/compr-r85/2973/297304372/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS541455357,FVAB4320,683726470700,2024-08-03,Damaged,Incident,Incident: see ticket SCT-1672912,3,292943686,Incident,https://assets.wfcdn.com/im/72980407/compr-r85/2929/292943686/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.99,USD,,,
CS541455357,FVAB4320,683726470700,2024-08-03,Damaged,Incident,Incident: see ticket SCT-1672912,3,292943685,Incident,https://assets.wfcdn.com/im/67421782/compr-r85/2929/292943685/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.99,USD,,,
CS541455357,FVAB4320,683726470700,2024-08-03,Damaged,Incident,Incident: see ticket SCT-1672912,3,292943680,Incident,https://assets.wfcdn.com/im/60371343/compr-r85/2929/292943680/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,11.99,USD,,,
CS538833353,FV97014,195058545587,2024-07-31,Damaged,Incident,,3,294819136,Incident,https://assets.wfcdn.com/im/84862799/compr-r85/2948/294819136/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538833353,FV97014,195058545587,2024-07-31,Damaged,Incident,,3,294819137,Incident,https://assets.wfcdn.com/im/20695826/compr-r85/2948/294819137/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538833353,FV97014,195058545587,2024-07-31,Damaged,Incident,,3,294819139,Incident,https://assets.wfcdn.com/im/31813076/compr-r85/2948/294819139/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543479,Incident,https://assets.wfcdn.com/im/10571972/compr-r85/2915/291543479/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543470,Incident,https://assets.wfcdn.com/im/65632301/compr-r85/2915/291543470/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543465,Incident,https://assets.wfcdn.com/im/25254663/compr-r85/2915/291543465/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543461,Incident,https://assets.wfcdn.com/im/47478133/compr-r85/2915/291543461/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543468,Incident,https://assets.wfcdn.com/im/91421212/compr-r85/2915/291543468/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543476,Incident,https://assets.wfcdn.com/im/27247847/compr-r85/2915/291543476/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543473,Incident,https://assets.wfcdn.com/im/51043574/compr-r85/2915/291543473/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543486,Incident,https://assets.wfcdn.com/im/60167640/compr-r85/2915/291543486/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA539048909,LFMF3340,195058150576,2024-07-27,Damaged,Incident,Incident: also poor quality wood used,9,291543482,Incident,https://assets.wfcdn.com/im/62066860/compr-r85/2915/291543482/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS535721906,FV91284,195058476416,2024-07-27,Damaged,Incident,Incident: the edge will not stay flat.,1,291490220,Incident,https://assets.wfcdn.com/im/66975487/compr-r85/2914/291490220/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS537361953,JSMN1297,889048396173,2024-07-24,Damaged,Incident,"Incident: mold all over frame ,Looks like piece of sofa is warped from sitting in water??",6,292634748,Incident,https://assets.wfcdn.com/im/53925889/compr-r85/2926/292634748/default_image.jpg,Large,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS537361953,JSMN1297,889048396173,2024-07-24,Damaged,Incident,"Incident: mold all over frame ,Looks like piece of sofa is warped from sitting in water??",6,292634651,Incident,https://assets.wfcdn.com/im/15954954/compr-r85/2926/292634651/default_image.jpg,Large,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS537361953,JSMN1297,889048396173,2024-07-24,Damaged,Incident,"Incident: mold all over frame ,Looks like piece of sofa is warped from sitting in water??",6,295620320,Incident,https://assets.wfcdn.com/im/77756165/compr-r85/2956/295620320/default_image.jpg,Large,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS537361953,JSMN1297,889048396173,2024-07-24,Damaged,Incident,"Incident: mold all over frame ,Looks like piece of sofa is warped from sitting in water??",6,292634662,Incident,https://assets.wfcdn.com/im/77019158/compr-r85/2926/292634662/default_image.jpg,Large,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS537361953,JSMN1297,889048396173,2024-07-24,Damaged,Incident,"Incident: mold all over frame ,Looks like piece of sofa is warped from sitting in water??",6,295620325,Incident,https://assets.wfcdn.com/im/50036960/compr-r85/2956/295620325/default_image.jpg,Large,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS537361953,JSMN1297,889048396173,2024-07-24,Damaged,Incident,"Incident: mold all over frame ,Looks like piece of sofa is warped from sitting in water??",6,292634674,Incident,https://assets.wfcdn.com/im/80584599/compr-r85/2926/292634674/default_image.jpg,Large,0,1,0,2,1,0,0,0,0,0,N/A,,,
CS539012745,FVAB6690,195058924108,2024-07-23,Damaged,Incident,Incident: Replacement parts keep coming wrong,5,291042393,Incident,https://assets.wfcdn.com/im/48676583/compr-r85/2910/291042393/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,10.29,USD,,,
CS539012745,FVAB6690,195058924108,2024-07-23,Damaged,Incident,Incident: Replacement parts keep coming wrong,5,291042400,Incident,https://assets.wfcdn.com/im/71753888/compr-r85/2910/291042400/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,10.29,USD,,,
CS539012745,FVAB6690,195058924108,2024-07-23,Damaged,Incident,Incident: Replacement parts keep coming wrong,5,291042396,Incident,https://assets.wfcdn.com/im/67999292/compr-r85/2910/291042396/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,10.29,USD,,,
CS539012745,FVAB6690,195058924108,2024-07-23,Damaged,Incident,Incident: Replacement parts keep coming wrong,5,291042397,Incident,https://assets.wfcdn.com/im/73557917/compr-r85/2910/291042397/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,10.29,USD,,,
CS539012745,FVAB6690,195058924108,2024-07-23,Damaged,Incident,Incident: Replacement parts keep coming wrong,5,291042403,Incident,https://assets.wfcdn.com/im/44921987/compr-r85/2910/291042403/default_image.jpg,Small,0,1,0,2,1,0,0,0,0,10.29,USD,,,
CA535465347,FV83483,195058015967,2024-07-22,Damaged,Incident,"Incident: The chair has a 1 cm rip in the fabric on the right arm
rest. It is ripped all the way through to the inside.",4,288749302,Incident,https://assets.wfcdn.com/im/59915109/compr-r85/2887/288749302/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,14.65,USD,,,
CA535465347,FV83483,195058015967,2024-07-22,Damaged,Incident,"Incident: The chair has a 1 cm rip in the fabric on the right arm
rest. It is ripped all the way through to the inside.",4,288749300,Incident,https://assets.wfcdn.com/im/23934937/compr-r85/2887/288749300/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,14.65,USD,,,
CA535465347,FV83483,195058015967,2024-07-22,Damaged,Incident,"Incident: The chair has a 1 cm rip in the fabric on the right arm
rest. It is ripped all the way through to the inside.",4,288749298,Incident,https://assets.wfcdn.com/im/79838071/compr-r85/2887/288749298/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,14.65,USD,,,
CA535465347,FV83483,195058015967,2024-07-22,Damaged,Incident,"Incident: The chair has a 1 cm rip in the fabric on the right arm
rest. It is ripped all the way through to the inside.",4,288749303,Incident,https://assets.wfcdn.com/im/54356484/compr-r85/2887/288749303/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,14.65,USD,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745809,Incident,https://assets.wfcdn.com/im/26974366/compr-r85/2907/290745809/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290749021,Incident,https://assets.wfcdn.com/im/04190004/compr-r85/2907/290749021/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745818,Incident,https://assets.wfcdn.com/im/54882496/compr-r85/2907/290745818/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745822,Incident,https://assets.wfcdn.com/im/08946233/compr-r85/2907/290745822/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745063,Incident,https://assets.wfcdn.com/im/10041202/compr-r85/2907/290745063/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745815,Incident,https://assets.wfcdn.com/im/61793379/compr-r85/2907/290745815/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745059,Incident,https://assets.wfcdn.com/im/64104939/compr-r85/2907/290745059/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745058,Incident,https://assets.wfcdn.com/im/69663564/compr-r85/2907/290745058/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290749043,Incident,https://assets.wfcdn.com/im/86790924/compr-r85/2907/290749043/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745825,Incident,https://assets.wfcdn.com/im/25622108/compr-r85/2907/290745825/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745824,Incident,https://assets.wfcdn.com/im/20063483/compr-r85/2907/290745824/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290749044,Incident,https://assets.wfcdn.com/im/92349549/compr-r85/2907/290749044/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745065,Incident,https://assets.wfcdn.com/im/01076048/compr-r85/2907/290745065/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290749019,Incident,https://assets.wfcdn.com/im/47136491/compr-r85/2907/290749019/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290749013,Incident,https://assets.wfcdn.com/im/14479055/compr-r85/2907/290749013/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745061,Incident,https://assets.wfcdn.com/im/21158452/compr-r85/2907/290745061/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290745062,Incident,https://assets.wfcdn.com/im/15599827/compr-r85/2907/290745062/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290749015,Incident,https://assets.wfcdn.com/im/69370991/compr-r85/2907/290749015/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290749017,Incident,https://assets.wfcdn.com/im/58253741/compr-r85/2907/290749017/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CS538898584,FV95033,195058517782,2024-07-21,Damaged,Incident,,20,290749196,Incident,https://assets.wfcdn.com/im/28790773/compr-r85/2907/290749196/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,0,N/A,,,
CA535330863,FVAB5717,195058912051,2024-07-18,Damaged,Incident,"Incident: The edging around the table top is flaking. I thought it
was scratches but it's not. It's whatever the used on the edge is not bonded to
the substrate.",5,288094401,Incident,https://assets.wfcdn.com/im/90700300/compr-r85/2880/288094401/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,17.14,USD,,,
CA535330863,FVAB5717,195058912051,2024-07-18,Damaged,Incident,"Incident: The edging around the table top is flaking. I thought it
was scratches but it's not. It's whatever the used on the edge is not bonded to
the substrate.",5,288094387,Incident,https://assets.wfcdn.com/im/56962007/compr-r85/2880/288094387/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,17.14,USD,,,
CA535330863,FVAB5717,195058912051,2024-07-18,Damaged,Incident,"Incident: The edging around the table top is flaking. I thought it
was scratches but it's not. It's whatever the used on the edge is not bonded to
the substrate.",5,288094407,Incident,https://assets.wfcdn.com/im/70915246/compr-r85/2880/288094407/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,17.14,USD,,,
CA535330863,FVAB5717,195058912051,2024-07-18,Damaged,Incident,"Incident: The edging around the table top is flaking. I thought it
was scratches but it's not. It's whatever the used on the edge is not bonded to
the substrate.",5,288094398,Incident,https://assets.wfcdn.com/im/58955191/compr-r85/2880/288094398/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,17.14,USD,,,
CA535330863,FVAB5717,195058912051,2024-07-18,Damaged,Incident,"Incident: The edging around the table top is flaking. I thought it
was scratches but it's not. It's whatever the used on the edge is not bonded to
the substrate.",5,288094410,Incident,https://assets.wfcdn.com/im/22410134/compr-r85/2880/288094410/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,17.14,USD,,,
CS538430680,FV73995,889048526167,2024-07-17,Damaged,Incident,"Incident: HW1 screw will not come out of Part B (Base) for cx to dis assemble unit to be used on replacement part,HW1 screw will not come out of Part B (Base) for cx to dis assemble unit to be used on replacement part",2,290579161,Incident,https://assets.wfcdn.com/im/26622450/compr-r85/2905/290579161/default_image.jpg,Small,0,1,0,1,1,0,0,0,0,13.59,USD,,,
